id,question,prompt,raw_response,answer
28-0068,Xu hướng tiết kiệm cận biên cộng với:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Xu hướng tiết kiệm cận biên cộng với:

A. Xu hướng tiêu dùng cận biên bằng 0
B. Xu hướng tiêu dùng cận biên bằng 1
C. Xu hướng tiêu dùng bình quân bằng 1
D. Xu hướng tiêu dùng bình quân bằng 0
Đáp án: ",B,B
28-0069,Nếu đường LM nằm ngang thì:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nếu đường LM nằm ngang thì:

A. Chính sách tài khóa không làm thay đổi lãi suất
B. Chính sách tài khóa tác động mạnh đến sản lượng
C. Chính sách tiền tệ không tác động đến sản lượng
D. Câu (a) và (b) đúng
Đáp án: ",C,C
28-0070,Nếu GDP thực tế không ở trạng thái cân bằng:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nếu GDP thực tế không ở trạng thái cân bằng:

A. Lạm phát sẽ quá lớn trong nền kinh tế
B. GDP thực tế luôn có xu hướng thay đổi cho tới khi cân bằng với tổng chi tiêu dự kiến
C. Thất nghiệp sẽ quá cao trong nền kinh tế
D. GDP thực tế sẽ thay đổi cho tới khi đạt được trạng thái cân bằng dài hạn của nền kinh tế
Đáp án: ",B,B
28-0071,Đường IS dốc xuống về phía phải phản ánh quan hệ:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đường IS dốc xuống về phía phải phản ánh quan hệ:

A. Sản lượng giảm dẫn đến lãi suất cân bằng tăng
B. Sản lượng tăng dẫn đến lãi suất cân bằng giảm
C. Lãi suất giảm dẫn đến sản lượng cân bằng tăng
D. Câu (b) và (c) đúng
Đáp án: ",B,B
28-0072,Đồng nhất thức nào sau đây thể hiện sự cân bằng,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đồng nhất thức nào sau đây thể hiện sự cân bằng

A. S – T = I – G
B. S + I = G - T
C. S + I = G + T
D. S + T = I + G
Đáp án: ",C,C
28-0073,"Trong mô hình IS - LM, chính sách tiền tệ thắt chặt được thể hiện bằng:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong mô hình IS - LM, chính sách tiền tệ thắt chặt được thể hiện bằng:

A. Sự dịch chuyển sang trái của đường LM
B. Sự dịch chuyển sang phải của đường IS
C. Sự dịch chuyển sang phải của LM
D. Sự dịch chuyển sang trái của đường IS
Đáp án: ",A,A
28-0074,"Vì đường tổng cung trong dài hạn là thẳng đứng, do đó trong dài hạn:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vì đường tổng cung trong dài hạn là thẳng đứng, do đó trong dài hạn:

A. Thu nhập quốc dân thực tế và mức giá được quyết định bởi tổng cầu
B. Thu nhập quốc dân thực tế và mức giá được quyết định bởi tổng cung dài hạn
C. Thu nhập quốc dân thực tế được quy định bởi tổng cung, còn mức giá được quy định bởi tổng cầu
D. Thu nhập quốc dân thực tế được quy định bởi tổng cầu, còn mức giá được quyết định bởi tổng cung
Đáp án: ",C,C
28-0075,"Giả sử nền kinh tế đang ở trạng thái toàn dụng nhân công với đường tổng cung ngắn hạn có độ dốc dương, sự dịch chuyển sang phải của đường tổng cầu sẽ làm tăng:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Giả sử nền kinh tế đang ở trạng thái toàn dụng nhân công với đường tổng cung ngắn hạn có độ dốc dương, sự dịch chuyển sang phải của đường tổng cầu sẽ làm tăng:

A. Tỷ lệ thất nghiệp và sản lượng
B. Tỷ lệ thất nghiệp, mức giá và sản lượng
C. Sản lượng và giá cả
D. Tỷ lệ thất nghiệp và mức giá
Đáp án: ",C,C
28-0076,Tổng cầu hàng hoá và dịch vụ của một nước không phụ thuộc vào các quyết định của:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tổng cầu hàng hoá và dịch vụ của một nước không phụ thuộc vào các quyết định của:

A. Chính phủ và các hãng sản xuất
B. Các nhà cung ứng hàng hoá và dịch vụ
C. Các hộ gia đình
D. Người nước ngoài
Đáp án: ",B,B
28-0077,"Với đường tổng cung theo quan điểm của Keynes và khi cầu tiền rất nhạy cảm với lãi suất, việc sử dụng chính sách tài khoá mở rộng sẽ:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Với đường tổng cung theo quan điểm của Keynes và khi cầu tiền rất nhạy cảm với lãi suất, việc sử dụng chính sách tài khoá mở rộng sẽ:

A. Làm tăng thu nhập nhưng không ảnh hưởng đến giá cả và lãi suất
B. Không ảnh hưởng đến thu nhập, giá cả và lãi suất
C. Làm tăng thu nhập, giảm lãi suất nhưng không ảnh hưởng đến giá cả
D. Làm tăng lãi suất và giá cả, nhưng không ảnh hưởng đến thu nhập
Đáp án: ",A,A
28-0078,"Nếu thu nhập quốc dân không đổi, thu nhập có thể sử dụng (thu nhập khả dụng) tăng khi:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nếu thu nhập quốc dân không đổi, thu nhập có thể sử dụng (thu nhập khả dụng) tăng khi:

A. Tiêu dùng giảm
B. Tiết kiệm tăng
C. Thuế thu nhập giảm
D. Tiêu dùng tăng
Đáp án: ",C,C
28-0079,Biện pháp nào dưới đây hiệu quả trong việc giảm tỷ lệ thất nghiệp tự nhiên:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Biện pháp nào dưới đây hiệu quả trong việc giảm tỷ lệ thất nghiệp tự nhiên:

A. Tăng tiền lương tối thiểu
B. Trợ cấp cho các chương trình đào tạo lại và trợ cấp cho công nhân đến làm việc ở các vùng sâu vùng xa
C. Tăng trợ cấp thất nghiệp
D. Thực hiện chính sách tài khoá mở rộng
Đáp án: ",B,B
28-0080,Khi chính phủ thay đổi một lượng thuế hoặc trợ cấp cho các hộ gia đình thì sản lượng sẽ thay đổi một lượng:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Khi chính phủ thay đổi một lượng thuế hoặc trợ cấp cho các hộ gia đình thì sản lượng sẽ thay đổi một lượng:

A. Bằng lượng thuế hoặc trợ cấp thay đổi
B. Nhỏ hơn lượng thuế hoặc trợ cấp thay đổi
C. Lớn hơn lượng thuế hoặc trợ cấp thay đổi
D. Có thể xảy ra cả 3 khả năng trên
Đáp án: ",C,C
28-0081,Ai trong số những người sau đây được coi là thất nghiệp tạm thời:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ai trong số những người sau đây được coi là thất nghiệp tạm thời:

A. Một công nhân ngành thép bỏ việc và đang đi tìm một công việc tốt hơn
B. Một công nhân ngành thép quyết định ngừng làm việc để trở thành sinh viên đại học
C. Một công nhân ngành thép về hưu nghỉ chế độ
D. Một công nhân ngành thép mất việc do thay đổi về công nghệ
Đáp án: ",A,A
28-0082,Yếu tố nào dưới đây được coi là nhân tố ổn định tự động của nền kinh tế:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Yếu tố nào dưới đây được coi là nhân tố ổn định tự động của nền kinh tế:

A. Xuất khẩu
B. Thuế thu nhập lũy tiến và trợ cấp
C. Đầu tư
D. Thuế thu nhập tích luỹ
Đáp án: ",B,B
28-0083,Lạm phát có thể do các nguyên nhân:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Lạm phát có thể do các nguyên nhân:

A. Tăng cung tiền
B. Tăng chi tiêu của chính phủ
C. Tăng lương và giá yếu tố sản xuất
D. Cả ba câu trên đều đúng
Đáp án: ",D,D
28-0084,"Trong mô hình kinh tế của KEYNES, các chính sách kinh tế vĩ mô của chính phủ sẽ làm thay đổi:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong mô hình kinh tế của KEYNES, các chính sách kinh tế vĩ mô của chính phủ sẽ làm thay đổi:

A. Tổng cầu
B. Tổng cung
C. Giá cả
D. Các câu trên đều sai
Đáp án: ",A,A
28-0085,"Giả sử trong tiến trình hội nhập, xuất khẩu của Việt Nam tăng nhiều hơn nhập khẩu của Việt Nam, thì trên thị trường ngoại hối chúng ta có thể dự tính rằng:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Giả sử trong tiến trình hội nhập, xuất khẩu của Việt Nam tăng nhiều hơn nhập khẩu của Việt Nam, thì trên thị trường ngoại hối chúng ta có thể dự tính rằng:

A. Cả đường cung và đường cầu ngoại tệ đều dịch chuyển sang phải, làm đồng nội tệ tăng giá
B. Đường cầu ngoại tệ dịch chuyển sang phải
C. Cả đường cung và đường cầu ngoại tệ đều dịch chuyển sang phải, làm đồng nội tệ giảm giá
D. Đường cung ngoại tệ dịch sang phải
Đáp án: ",D,D
28-0086,Yếu tố nào dưới đây không phải là tính chất của GDP thực:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Yếu tố nào dưới đây không phải là tính chất của GDP thực:

A. Tính theo giá hiện hành
B. Đo lường toàn bộ sản lượng cuối cùng
C. Thường tính cho một năm
D. Không tính giá trị sản phẩm trung gian
Đáp án: ",A,A
28-0087,Quota nhập khẩu là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Quota nhập khẩu là

A. Thuế đánh trên hàng nhập
B. Thuế nhập ở mức cao để ngăn cản hàng hóa nước ngoài bán ở trong nước
C. Một thỏa hiệp tự nguyện của một nước khác giới hạn bớt xuất khẩu
D. Một hạn mức tối đa áp dụng trên lượng hàng hóa có thể nhập vào một nước
Đáp án: ",D,D
28-0088,"Giả sử Ngân Hàng NN mua 600 tỉ đồng công trái chính phủ từ các trung gian tài chính và giả sử những tổ chức này chuyển toàn bộ tiền bán vào ngân hàng. Nếu yêu cầu dự trữ là 20%, tác động tức thời trên hệ thống ngân hàng là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Giả sử Ngân Hàng NN mua 600 tỉ đồng công trái chính phủ từ các trung gian tài chính và giả sử những tổ chức này chuyển toàn bộ tiền bán vào ngân hàng. Nếu yêu cầu dự trữ là 20%, tác động tức thời trên hệ thống ngân hàng là

A. Có thêm 120 tỉ dự trữ
B. Có thêm 120 tỉ vượt mức dự trữ
C. Có thêm 480 tỉ tổng dự trữ
D. 480 tỉ tăng thêm trong dự trữ bắt buộc
Đáp án: ",B,B
28-0089,Biến động của yếu tố nào sau đây chỉ tác động đến tổng cung ngắn hạn và không tác động đến tổng cung dài hạn?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Biến động của yếu tố nào sau đây chỉ tác động đến tổng cung ngắn hạn và không tác động đến tổng cung dài hạn?

A. Lực lượng lao động
B. Tiền lương danh nghĩa
C. Công nghệ, kỹ thuật
D. Giá dầu nhập khẩu
Đáp án: ",B,B
28-0090,Sản lượng cân bằng đạt được khi:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Sản lượng cân bằng đạt được khi:

A. Sản lượng thực tế bằng với tiêu dùng dự kiến
B. Sản lượng thực tế bằng với sản lượng tiềm năng
C. Tiêu dùng bằng với tiết kiệm
D. Cán cân ngân sách cân bằng
Đáp án: ",A,A
28-0091,"Trong mô hình tổng cầu – tổng cung, trong dài hạn, việc tăng cung tiền dẫn tới:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong mô hình tổng cầu – tổng cung, trong dài hạn, việc tăng cung tiền dẫn tới:

A. Giá tăng, sản lượng tăng
B. Giá tăng, sản lượng không đổi
C. Giá tăng, tỷ lệ thất nghiệp giảm
D. Giá tăng, tỷ lệ thất nghiệp tăng
Đáp án: ",B,B
28-0092,Tổng sản phẩm quốc nội ( GDP) là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tổng sản phẩm quốc nội ( GDP) là:

A. Giá trị hàng hoá và dịch vụ được sản xuất ra trong một thời kỳ nhất định
B. Tổng giá trị hàng hoá và dịch vụ cuối cùng được tạo ra trong lãnh thổ kinh tế của một nước trong một thời kỳ nhất định
C. Tổng giá trị hàng hoá và dịch vụ cuối cùng do công dân nước đó tạo ra trong một thời kỳ nhất định
D. Tổng giá trị hàng hoá và dịch vụ tạo ra trên lãnh thổ của một nước trong một thời kỳ nhất định
Đáp án: ",B,B
28-0093,"Trong một nền kinh tế mở có các số liệu như sau: tiêu dùng tự định: 60, đầu tư tự định: 600, chi tiêu của chính phủ về hàng hóa và dịch vụ: 3260, xuất khẩu: 2000, tiêu dùng biên: 0,75, thuế suất biên: 0,4, nhập khẩu biên: 0,25.ở mức sản lượng(thu nhập) thực tế là 7200, các xí nghiệp nên:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong một nền kinh tế mở có các số liệu như sau: tiêu dùng tự định: 60, đầu tư tự định: 600, chi tiêu của chính phủ về hàng hóa và dịch vụ: 3260, xuất khẩu: 2000, tiêu dùng biên: 0,75, thuế suất biên: 0,4, nhập khẩu biên: 0,25.ở mức sản lượng(thu nhập) thực tế là 7200, các xí nghiệp nên:

A. Thu hẹp sản xuất
B. Giữ nguyên sản lượng
C. Mở rộng sản xuất
D. Các câu trên đều saI
Đáp án: ",C,C
